sample id,signal strength,attention,meditation,delta,theta,low alpha,high alpha,low beta,high beta,low gamma,high gamma
1931,0,27,100,18676,15007,99398,36031,17576,3699,2144,1363
1932,0,30,100,15021,44176,44488,9430,5629,5545,1697,2425
1933,0,44,100,25275,13479,15939,8972,5566,4757,1410,1056
1934,0,43,91,69988,10108,3405,2404,1541,1649,402,376
1935,0,60,77,26780,15147,11683,5859,8092,4911,3320,964
1936,0,57,78,34219,32291,39304,17742,9669,4121,1113,1420
1937,0,56,67,55934,10238,2933,2165,1436,1431,550,476
1938,0,50,70,60786,17929,12475,901,2484,1587,629,444
1939,0,37,64,18347,50193,5570,12867,9826,2721,582,4065
1940,0,50,67,26406,3768,12301,10774,4500,5975,1887,1608
1941,0,44,81,17723,16399,48768,16746,11231,4070,891,2151
1942,0,40,87,74712,55619,64611,18547,11628,4388,6058,2091
1943,0,37,87,37897,92452,16894,13337,6449,3001,1984,2521
1944,0,26,83,32948,22797,30696,9850,5588,4826,1935,1515
1945,0,41,77,23582,15003,17537,3093,2661,8141,1444,1117
1946,0,47,64,20139,33881,5770,5747,4341,2689,1234,932
1947,0,56,66,39198,53112,5752,17849,2937,5302,2122,2474
1948,0,50,54,30683,147094,15846,31093,16225,7291,1267,2853
1949,0,40,57,499820,36520,71502,9232,17189,8574,4088,3467
1950,0,47,64,17770,22835,5816,16552,4573,6046,813,884
1951,0,50,61,34247,26920,7908,3659,6632,3337,1996,994
1952,0,50,60,16076,41086,3732,6470,5940,2187,5582,1519
1953,0,50,60,17450,9912,13741,17498,14597,2970,1701,2305
1954,0,41,66,18876,18098,10116,25953,4162,3036,1835,1758
1955,0,50,67,13698,12447,2013,6943,5364,5033,1416,1526
1956,0,57,75,46078,9296,1479,3544,1787,1432,935,348
1957,0,67,70,37812,12102,7448,9222,4518,5658,1424,1410
1958,0,74,60,11318,61295,17873,7335,9969,7292,3646,1482
1959,0,51,77,32839,21185,114039,13189,15707,4050,1162,2365
1960,0,48,90,10361,17031,37646,11993,5679,5074,2827,1206
1961,0,37,100,9382,8591,50017,14582,9104,3738,987,819
1962,0,27,100,23820,21145,33516,2966,5698,2109,1770,1767
1963,0,38,100,10102,21937,16195,36489,7909,5775,1674,1341
1964,0,40,94,17766,20762,6665,7131,2199,3297,2904,1529
1965,0,51,78,19807,9532,7435,3473,9543,3461,2733,548
1966,0,56,75,31324,72633,48580,21359,7021,9166,1342,2189
1967,0,69,66,25120,16810,9334,4238,2042,9878,1910,1583
1968,0,67,66,34882,23583,12248,4805,3383,2583,1430,2354
1969,0,60,67,11779,28389,8921,11391,3121,3817,2610,1307
1970,0,63,63,21735,36720,16611,6571,7929,5091,1614,1063
1971,0,48,60,17127,28007,2800,8007,3225,2493,2929,1087
1972,0,54,63,87544,6043,6591,1799,3008,2172,246,493
1973,0,64,67,20235,17499,11064,27100,9189,11797,2387,3028
1974,0,60,69,19223,47895,17677,13967,2744,3355,1376,3803
1975,0,60,84,12023,29875,45409,21410,5312,5808,1805,1159
1976,0,48,91,492018,30827,33164,39983,3892,4184,1536,2039
1977,0,38,90,29194,31157,27364,9741,7599,5643,1237,1702
1978,0,37,96,41039,44625,78536,11818,11751,5625,3680,1596
1979,0,30,90,103315,90971,49863,15112,5612,5283,1454,1379
1980,0,26,87,230248,85977,62567,40417,6340,4760,2088,1191
1981,0,26,87,7384,35492,36808,16201,8215,7602,3511,1084
1982,0,38,93,20499,12091,60231,3950,3138,8671,2381,1961
1983,0,47,91,44437,28113,13643,10919,7010,4427,1187,1316
1984,0,53,91,28291,20410,50542,8361,22798,3624,1486,1786
1985,0,54,88,15686,18512,12562,9783,7508,4498,1890,894
1986,0,51,69,25678,56002,10956,14745,17449,5653,2671,1127
1987,0,44,70,286507,16262,11776,1622,1463,1449,221,297
1988,0,50,74,53870,30872,45689,29140,7796,8183,3022,2561
1989,0,41,78,8514,36339,47128,5993,7330,4002,854,1435
1990,0,50,75,16075,29442,3076,7413,5662,6586,1967,1286
1991,0,70,67,29857,6090,2953,3437,6732,5850,2483,889
1992,0,61,64,21194,27384,21634,21318,9448,2236,765,904
1993,0,74,53,14452,15968,3415,4471,8554,3369,2296,1849
1994,0,57,57,51979,89287,13872,27919,7606,5062,2860,1412
1995,0,40,60,15397,19586,7227,3833,6402,2233,4466,2467
1996,0,48,57,82485,67195,23877,56089,11310,9291,4116,1552
1997,0,35,63,439933,18062,10709,1479,618,1086,345,328
1998,0,43,60,476400,52246,11955,5238,2987,6626,3143,1514
1999,0,44,66,325477,23905,12827,14996,6000,3941,6184,6679
2000,0,38,64,33833,27275,28345,6149,15876,2505,3103,1317
2001,0,48,60,86707,122871,37910,21440,15971,17420,2540,1750
2002,0,48,69,39981,14440,10475,5125,3436,2713,1168,2145
2003,0,41,66,52716,40693,24022,3547,6706,2969,2393,1626
2004,0,41,69,35951,64613,51507,24863,6177,5934,1084,933
2005,0,48,80,18163,15754,19821,25355,11414,10562,1214,1372
2006,0,53,83,77389,13792,24369,8853,6517,7503,1232,1930
2007,0,53,80,124697,116356,4422,41682,17619,5648,2418,1633
2008,0,61,80,207599,62425,41416,34907,5441,14038,9416,8824
2009,0,53,64,26732,43864,5766,8268,7667,4783,12374,11044
2010,0,53,54,2133,14510,8064,3859,4015,4027,1787,1969
2011,0,66,61,34397,10615,7607,8513,11750,3628,4944,1257
2012,0,74,64,47719,9635,8225,31583,3802,10969,8544,26492
2013,0,61,90,40001,18241,15367,143722,5405,3705,1532,637
2014,0,50,91,41340,68662,47987,10326,10861,6219,2417,1412
2015,0,35,81,71178,23132,2524,3957,1495,895,214,553
2016,0,27,67,19865,17150,9046,11836,19923,3891,2683,1665
2017,0,21,50,62049,41119,10569,17003,4637,850,774,365
2018,0,24,50,85632,41537,26418,12162,7136,4834,3400,3282
2019,0,47,50,6004,10983,2864,3283,7216,4938,1753,2853
2020,0,35,57,22859,25863,27169,20050,7958,2171,4809,1209
2021,0,53,67,23881,12845,30073,2652,1486,3617,1078,2372
2022,0,51,69,23580,53579,41602,26508,5585,6574,1302,993
2023,0,40,88,12110,13232,45598,2677,2388,5541,2557,2368
2024,0,50,88,29728,12928,15975,21363,10445,4180,2365,1062
2025,0,47,84,21624,36410,46925,9955,6214,5431,2134,1498
2026,0,60,81,288102,45843,25148,14158,2561,17072,3831,2506
2027,0,61,75,28235,21499,16514,22871,7495,5975,1116,1372
2028,0,69,69,35065,13543,5323,16351,7011,7636,1466,1982
2029,0,67,74,21587,25124,21626,30146,3199,3992,1963,2337
2030,0,56,74,6762,45030,39182,8527,11183,5746,1311,1862
2031,0,48,77,32068,36863,30737,42723,7118,4200,3412,1818
2032,0,35,78,16578,24613,19161,13780,9000,3048,2628,1451
2033,0,47,63,19790,23194,1880,6978,11938,5826,3478,3383
2034,0,43,64,135933,58028,38465,25118,10077,5208,3389,892
2035,0,51,50,20396,25073,4638,4129,8445,3771,1919,1066
2036,0,60,44,269334,53366,20363,17214,6490,10296,2030,2228
2037,0,61,47,4641,19699,11371,1490,11663,7103,1550,1435
2038,0,64,44,16539,23706,3096,29455,18564,3343,2755,1355
2039,0,61,56,21154,39485,38022,17040,10071,6355,1880,1677
2040,0,56,66,20932,13478,35877,4896,4198,3797,1775,923
2041,0,41,63,415629,77782,5582,11499,4833,4389,2619,1075
2042,0,44,56,9616,42185,3164,15804,13335,4672,1446,1913
2043,0,41,56,21627,42747,42803,10555,7504,4632,1859,1500
2044,0,43,51,22100,25955,19385,16843,9016,5560,1924,2559
2045,0,56,64,18080,5499,20447,2805,10672,5389,1257,1944
2046,0,38,75,241426,124878,128290,28069,2313,3765,2168,1542
2047,0,41,74,97182,42274,29918,11980,6256,6161,4116,1513
2048,0,35,81,22864,19453,79965,19308,13557,4515,3990,1370
2049,0,40,80,3937,8291,2707,14310,4556,7688,1529,1387
2050,0,63,74,9039,30524,10748,12577,4602,7463,3324,2058
2051,0,67,74,16901,5914,14734,7081,19275,3501,801,1048
2052,0,80,67,160873,12942,25754,22256,8474,8001,1345,3139
2053,0,77,64,37406,18663,4378,15848,7311,7811,1889,703
2054,0,67,66,3983,26306,14219,15877,13720,3285,946,1186
2055,0,63,66,33005,34128,33295,11569,17585,6064,916,793
2056,0,63,57,12287,19135,12453,4359,7004,5226,1205,1386
2057,0,53,61,14238,23552,14917,16804,13021,3825,2752,1449
2058,0,60,56,20522,14690,3428,3716,2457,2810,1746,1658
2059,0,54,54,48770,22741,14611,2930,6193,1638,329,579
2060,0,40,40,60792,19808,1044,1786,5458,1519,1475,735
2061,0,47,30,127594,24687,10757,8502,12830,6577,1910,2990
2062,0,60,26,84102,21494,8746,9820,6669,10340,999,1753
2063,0,67,11,29613,28883,3213,7605,10975,6490,2766,844
2064,0,75,40,4082,26539,32395,14313,6201,7208,1867,2301
2065,0,70,38,29050,17370,8433,2640,7234,3316,2334,1095
2066,0,63,47,149412,9234,13886,7973,6818,4751,1808,3167
2067,0,51,57,38795,26262,3644,17244,6178,2751,1167,2463
2068,0,38,41,46833,33333,3803,6570,1352,1678,964,1814
2069,0,26,30,13903,30635,2407,5217,12985,1707,2308,1136
2070,0,24,14,42978,29380,5076,10010,19241,5941,1920,4099
2071,0,37,4,274776,41688,5789,7995,5435,7331,4611,3074
2072,0,41,20,48864,68060,49976,31766,3448,9878,3213,3518
2073,0,51,14,72145,51293,2176,1726,7968,5214,5550,3829
2074,0,61,24,23474,8224,5965,3095,3299,5154,1178,1641
2075,0,57,40,5543,21134,8875,14580,7172,4205,1409,1262
2076,0,67,38,13570,9754,8916,4114,3708,3109,1234,1173
2077,0,74,60,35624,35884,24368,3681,4690,9280,4685,2168
2078,0,61,66,115525,18379,19346,25276,22602,7611,1192,6547
2079,0,50,70,34411,22268,33618,3872,8169,2491,1754,1753
2080,0,38,84,26056,12741,83185,14764,16709,6567,4507,5166
2081,0,34,93,22694,7348,10597,14302,9889,3128,1078,1491
2082,0,27,91,11229,18700,11825,8421,6006,2820,2430,1168
2083,0,26,93,74181,31284,23421,33096,3870,2984,1391,1171
2084,0,34,70,32072,40484,6039,9767,10161,5287,2391,1600
2085,0,27,61,30052,35110,14863,13491,10116,4336,1452,1321
2086,0,21,61,11389,34244,23152,3358,1728,2601,626,1429
2087,0,26,40,413363,141035,10269,20385,21250,8577,3139,3079
2088,0,17,30,1875262,114673,11147,9094,9560,7617,7932,4746
2089,0,11,30,1259958,224162,70186,61637,13560,13911,3732,1696
2090,0,17,30,1522783,44273,13364,27838,12421,5955,1763,1209
2091,0,27,43,7697,30065,15663,6589,2935,5656,2291,2304
2092,0,38,60,38107,46445,28951,16510,11395,11331,1350,1743
2093,0,56,63,8990,6340,4711,10661,11191,3790,1579,1143
2094,0,69,56,36290,16789,5200,5805,7528,4807,2110,996
2095,0,57,60,48510,52970,42755,15645,18587,5266,3600,2462
2096,0,48,47,26546,67245,7197,6733,4863,4498,923,1863
2097,0,34,48,14389,60635,48193,11523,4135,6245,2331,2355
2098,0,10,43,45675,61763,2950,11496,3707,2081,4521,2161
2099,0,23,40,41449,21956,19653,6315,8998,6443,3836,1474
2100,0,21,43,75072,75635,15026,5729,12550,4891,2504,3186
2101,0,27,44,27544,18547,24428,10314,9077,4479,2095,751
2102,0,40,56,15559,30527,13432,8572,2445,3617,839,1232
2103,0,27,54,218194,47405,21420,20189,19498,4638,1639,2029
2104,0,38,67,324289,68408,24285,39804,4489,15969,3990,2649
2105,0,44,63,25990,26447,24147,4523,4165,6794,2416,2272
2106,0,48,63,49446,25253,14996,10461,16693,5186,1766,2044
2107,0,51,64,742538,15071,10790,3153,1291,2207,458,495
2108,0,27,80,99671,26427,121599,16255,9358,1670,2436,1538
2109,0,20,83,51364,43850,43110,10809,8428,3400,1508,1767
2110,0,29,84,36551,13102,5309,8945,3011,5786,2402,586
2111,0,27,90,63927,57218,59405,14148,8204,5220,3177,848
2112,0,60,70,33143,32869,9929,21277,5985,12473,1971,2359
2113,0,64,75,80230,32560,59877,9968,11936,6213,4662,1134
2114,0,53,64,27773,25046,6595,1793,7237,2489,3135,1630
2115,0,56,63,11535,23712,10863,24263,14358,3217,1172,848
2116,0,41,67,16164,16162,11454,5307,2054,1820,1134,878
2117,0,47,60,133359,6578,874,5671,1282,1157,185,497
2118,0,56,70,5408,15266,8395,8316,2795,5552,4312,1596
2119,0,53,74,80275,41571,16744,28334,2195,3373,1898,1533
2120,0,53,67,10187,50327,7219,24531,9557,4504,2965,1762
2121,0,50,69,52199,31183,15455,26650,14647,4740,4225,3242
2122,0,41,67,28054,16017,12964,4897,8005,2619,4000,1267
2123,0,41,69,26912,27008,38355,13143,12022,3583,2039,1520
2124,0,44,75,315171,8030,10243,843,2029,1320,606,162
2125,0,41,64,98734,20612,3910,3462,2673,1284,330,411
2126,0,51,64,8185,36778,24517,8385,10193,13614,1606,1602
2127,0,70,54,16265,15073,4402,6332,2216,6821,1426,2169
2128,0,81,54,44997,8233,7182,7659,3076,4085,2198,1865
2129,0,94,54,17798,21931,3481,7640,7190,5255,2729,4001
2130,0,81,66,104603,2657,8183,1460,1728,738,502,307
2131,0,75,74,5022,19257,24118,18014,17810,10152,1355,1632
2132,0,60,70,235893,20142,9943,10674,4350,1791,656,407
2133,0,51,93,35732,10760,21038,21271,2603,3571,2321,3053
2134,0,57,78,22182,52070,23073,7260,8254,8556,1232,1858
2135,0,54,74,38316,17423,9593,10509,11264,4935,4982,1426
2136,0,61,61,50179,39170,3552,8948,5494,3778,3616,1151
2137,0,74,41,5395,45552,13370,16607,12201,16675,3706,1255
2138,0,74,51,46170,10383,9030,11601,6703,3322,2069,2476
2139,0,57,44,23117,44643,4152,15189,23534,2120,1899,1457
2140,0,63,51,8460,14103,11173,809,7512,2691,1455,1504
2141,0,48,60,33346,17712,11345,19325,10961,3045,3042,1521
2142,0,38,50,77537,91449,22305,18927,6930,5381,2117,1605
2143,0,48,60,19662,23182,19675,3209,6672,3660,2566,1621
2144,0,50,44,176556,20593,2072,1355,3658,3057,773,521
2145,0,40,47,50019,23460,23616,25359,11732,1849,2427,1445
2146,0,41,64,17952,24257,49893,36348,12332,4279,1920,2302
2147,0,47,61,13024,21861,4141,12637,9082,5487,3036,1325
2148,0,29,77,67443,19248,10501,716,2172,814,803,516
2149,0,37,80,14694,28397,14224,52157,12998,4461,2812,1410
2150,0,41,61,22253,24201,10912,3150,5910,2506,1858,1692
2151,0,41,67,21997,34916,25200,20620,8136,11060,2225,1399
2152,0,43,67,86349,56291,16725,15203,2462,2659,1649,696
2153,0,50,51,18644,45768,11274,4985,2945,6565,2949,1222
2154,0,51,56,26535,22932,9469,13052,3072,3170,3525,2443
2155,0,54,47,11195,22915,5732,6433,3016,6921,1301,810
2156,0,66,53,14840,19336,22144,12543,8553,4950,2905,2270
2157,0,56,44,90026,29690,2869,2470,3109,1465,781,288
2158,0,63,29,6138,33814,2362,5795,10510,4895,2467,2691
2159,0,60,34,21477,35682,20847,1961,4808,10061,3283,1234
2160,0,54,26,27802,69907,20889,17678,9996,5993,4251,810
2161,0,60,37,39154,14385,3113,3768,1956,1395,1123,626
2162,0,56,48,82997,16869,7810,8337,9987,2878,2077,2252
2163,0,50,53,34344,26124,9319,15420,3976,4752,3655,1118
2164,0,53,64,20356,35911,57332,26827,11731,7895,2377,1378
2165,0,69,67,75891,14693,3815,10080,8090,7670,1857,1590
2166,0,67,75,31593,15441,15620,28758,16650,4400,4065,1500
2167,0,60,78,22484,32688,20974,17795,12286,3270,2113,1996
2168,0,51,66,60249,45880,14851,9941,4924,2406,2410,1116
2169,0,35,84,32464,14101,50214,15408,5999,3946,3477,1514
2170,0,24,74,366584,43538,15033,12081,20531,2251,1501,1180
2171,0,30,69,7407,31553,12391,9917,4242,4482,1941,1677
2172,0,29,64,50835,73582,20496,7823,10505,3251,1602,2550
2173,0,37,44,18757,12548,9038,3560,11627,2508,2121,5232
2174,0,51,54,22528,20874,10898,19715,3084,6090,2637,1281
2175,0,54,51,8761,57644,9639,17573,6490,9481,5174,1628
2176,0,63,60,27859,33051,28238,10183,18874,4308,1754,3890
2177,0,57,74,10998,12946,21857,16646,5186,3364,958,2637
2178,0,60,77,6918,10623,12806,12466,1832,4379,3333,927
2179,0,60,81,17315,34867,11770,16080,7935,8040,2681,2673
2180,0,64,80,34536,40879,16016,24284,11779,7453,1659,1530
2181,0,60,70,237487,54024,37140,14390,3759,4170,2600,2054
2182,0,57,67,14070,20051,11713,23580,7824,5510,1875,1518
2183,0,48,69,8138,45620,21071,16619,9832,3923,3916,1110
2184,0,43,74,23788,21595,16222,16143,6488,3598,2945,1600
2185,0,54,81,21711,12120,16200,15257,5102,4944,2276,3264
2186,0,50,84,27336,14903,28815,2857,4794,2930,1618,2282
2187,0,51,93,16154,41033,67515,14615,8881,7919,1965,2494
2188,0,64,83,7854,15266,9238,5777,12846,6492,1238,1146
2189,0,57,83,143887,24195,38228,11108,6756,4126,2931,1332
2190,0,70,77,12860,12033,12028,7985,6859,7667,2328,1291
2191,0,87,69,31215,14886,15038,2626,3662,7418,2660,1020
2192,0,75,83,30535,25837,32247,42313,12747,7302,2991,1228
2193,0,88,69,15315,9353,1792,4966,5120,3805,2960,1261
2194,0,70,77,80093,39155,64410,6624,6732,5002,1924,2042
2195,0,63,83,4886,14506,13550,20747,4612,5528,1280,1382
2196,0,78,69,19859,11514,2841,8218,2681,6298,1784,1693
2197,0,70,78,8051,22958,36684,4896,12300,8001,3218,1771
2198,0,78,77,11413,21340,41073,3476,6417,5733,1240,913
2199,0,66,77,47509,10968,17684,11983,7549,1584,1249,1361
2200,0,57,81,6658,9191,8590,5080,3688,3098,1592,2260
2201,0,57,74,45845,13376,5927,2116,1616,2362,544,298
2202,0,60,57,4391,26028,1008,9189,4156,3553,1897,2789
2203,0,69,48,21115,18201,12536,3124,5053,3413,4620,2521
2204,0,60,44,21149,30245,12493,11529,4308,3323,2965,1117
2205,0,60,48,31778,33380,17682,13574,12983,6879,2269,1841
2206,0,54,63,23385,31226,38996,13002,8327,5447,2211,1260
2207,0,57,69,9073,12814,13480,9336,3332,5590,1483,2364
2208,0,57,61,239921,76760,11285,11704,4931,5172,1056,1967
2209,0,75,44,11756,10669,1186,2423,7575,10385,629,1324
2210,0,81,43,7383,12249,3738,14843,3032,5771,2040,1059
2211,0,74,41,15137,20852,14783,14485,4675,3867,1315,1271
2212,0,64,56,41530,8678,9962,2107,1924,523,413,219
2213,0,37,80,257786,55546,56519,26911,9492,5836,1284,1360
2214,0,30,61,14083,32178,5087,2437,7916,4027,2020,4008
2215,0,43,54,4554,7621,6565,2381,4616,5137,2162,1439
2216,0,57,41,40343,29403,6327,6739,9727,5504,1524,1964
2217,0,61,43,26438,11273,1854,18886,2047,1845,2731,2237
2218,0,57,75,6178,3058,41945,10401,6696,3602,2841,1129
2219,0,44,74,17321,44972,3479,23139,5404,5863,3287,2453
2220,0,51,81,4809,14543,11289,4758,6305,7179,2215,1870
2221,0,54,78,3034,16288,20409,4278,3221,3581,3084,1551
2222,0,66,44,16991,22757,1664,4347,7599,6765,3397,2378
2223,0,66,54,3965,11394,17884,7198,4816,2834,1173,1633
2224,0,56,64,31087,9602,19272,5928,3932,3132,3224,2581
2225,0,61,44,7875,30073,3651,3929,11794,4647,2144,2713
2226,0,44,44,59902,40423,4765,2114,2213,1930,606,351
2227,0,43,41,15197,17991,5208,24022,10425,2866,1836,2779
2228,0,54,43,12223,3946,13324,3101,1746,6438,3502,2129
2229,0,54,54,4691,29640,17835,3638,6170,5883,2384,2479
2230,0,64,80,12735,7735,20129,6278,1812,4116,1994,880
2231,0,77,78,18654,11127,12162,5076,8391,6353,1144,2214
2232,0,57,63,26002,23375,3558,10094,9317,1749,2364,1801
2233,0,53,60,6470,21858,7765,2432,2288,2178,4236,1811
2234,0,43,50,24842,38609,23991,6332,4850,3155,1817,1321
2235,0,24,50,25361,52027,31382,21517,7929,3451,3969,1982
2236,0,40,53,3436,14129,11200,2928,5230,5809,2872,2678
2237,0,38,56,60319,91353,8022,44450,5541,9020,3162,3581
2238,0,38,61,72520,67002,59499,14256,7353,5936,9842,2494
2239,0,44,67,11801,6706,4940,19985,8734,2257,3266,2567
2240,0,40,78,10882,7415,14754,11275,5023,4406,1112,1196
2241,0,41,87,25770,7470,17907,3883,6866,2437,2711,2584
2242,0,40,88,57358,52274,51376,25138,11530,4113,2266,1515
2243,0,40,69,71076,87116,13162,11644,5185,7103,2280,2518
2244,0,38,61,71706,31821,25381,5628,13455,6863,3827,3118
2245,0,41,54,77977,18571,18518,5493,7264,5477,2357,1978
2246,0,56,60,16237,7268,16027,7384,2924,4255,1640,2331
2247,0,64,69,18455,13363,13895,11105,15118,6041,1697,3082
2248,0,57,63,48428,67475,13387,14436,13721,5062,3012,1622
2249,0,54,67,10543,30548,18958,26913,3764,6985,3572,2545
2250,0,54,74,9331,5084,29169,3207,2627,4723,1351,1640
2251,0,48,78,17986,17520,24844,7040,8097,3590,2050,1906
2252,0,51,83,38232,57075,24190,23879,14389,7276,1375,2470
2253,0,51,80,81860,10413,7565,1544,673,1726,896,321
2254,0,53,66,15646,17170,11868,10158,4753,5196,3407,2458
2255,0,61,54,27305,25781,7784,5262,3320,6688,3316,2675
2256,0,56,61,9356,10805,10057,6432,3726,1371,2902,2963
2257,0,63,63,6019,5667,3899,5794,1972,3014,1687,2308
2258,0,60,56,10949,43834,15941,6442,6687,7027,4521,1911
2259,0,53,57,15603,37103,5009,15974,6799,4818,5007,1815
2260,0,64,48,16625,19513,7437,7901,7823,5718,3015,1986
2261,0,56,44,31770,23557,14591,9483,4980,3543,3186,1025
2262,0,56,50,22157,31358,16853,7359,7335,5704,1777,2700
2263,0,53,48,27760,67622,21596,5790,6432,5184,2433,1775
2264,0,51,57,6238,5811,2922,12605,5691,2944,2870,1014
2265,0,51,51,4673,32335,1307,14134,2902,3511,1574,1020
2266,0,56,50,385434,21623,7419,6088,1401,6228,2480,1275
2267,0,69,64,4666,4847,4687,12907,2844,4854,2810,1017
2268,0,66,51,63538,26947,3248,9825,8952,3402,1448,796
2269,0,83,57,14339,11547,17285,5021,3519,12886,3797,1443
2270,0,87,51,21057,30965,3866,7188,2842,9997,2447,1346
2271,0,84,34,10804,10703,574,4308,6128,3211,2789,1963
2272,0,87,37,4443,21269,2833,13025,7497,4252,3295,1735
2273,0,64,29,8632,29305,5638,11799,13998,1868,1711,1515
2274,0,64,50,13514,1511,23479,959,6657,6123,2522,2210
2275,0,48,66,115486,32685,32742,14483,4774,3125,3412,1974
2276,0,41,54,9340,53021,9009,1227,1851,3749,2795,1396
2277,0,51,56,33573,24582,1418,14957,4873,4036,1978,1538
2278,0,38,51,7639,15837,18437,6582,7227,2350,3630,1131
2279,0,51,43,44905,24989,11691,8928,10798,7010,1568,2270
2280,0,66,54,8635,12374,5562,3878,2553,5129,922,3186
2281,0,70,60,8831,15548,4454,11671,2937,5274,2737,1070
2282,0,75,48,12420,35663,14145,6004,13807,4929,1692,1731
2283,0,70,54,17357,15169,19365,2825,5522,4351,3309,1592
2284,0,63,61,7035,7947,9261,9049,6545,2591,1576,2443
2285,0,57,64,15266,15590,6102,15874,1938,3935,2450,1909
2286,0,60,69,24744,22698,16175,2565,3542,4551,1633,2411
2287,0,66,57,18929,12308,2284,4686,8466,4005,1965,4427
2288,0,54,57,13420,28311,28202,9735,9797,2619,7678,1150
2289,0,56,54,42563,32915,5473,27100,8163,7685,4083,1974
2290,0,43,44,90456,92839,15017,12590,14289,3114,2758,2761
2291,0,35,51,17644,22796,3339,13281,12882,3627,3205,1100
2292,0,53,29,33252,23905,2879,1832,8419,5966,2227,2441
2293,0,54,20,15099,16679,3195,3383,2179,3441,1523,1764
2294,0,61,40,21051,19503,26500,14756,3226,3163,4765,3554
2295,0,63,47,81772,4043,3471,3792,3582,1209,1043,346
2296,0,57,64,34702,31273,16143,16486,5125,8058,1578,978
2297,0,57,83,5369,7465,10443,17597,2680,5733,962,1285
2298,0,74,66,13680,56403,20319,6674,13703,16404,1846,2882
2299,0,78,61,17434,15888,6282,8830,5797,6372,2792,806
2300,0,77,57,55514,24862,16967,3833,8608,4508,1575,3177
2301,0,87,38,4812,16667,230,7556,6979,10684,1720,2919
2302,0,80,35,6275,21869,2449,4163,4011,2703,3516,2355
2303,0,88,34,8932,9321,2557,9943,5947,9782,2609,3838
2304,0,100,27,5568,8092,1579,4826,3207,7190,3930,1019
2305,0,93,35,29050,24327,8487,10032,12208,6451,1289,2046
2306,0,93,48,12771,23891,15034,10799,3668,4841,801,2533
2307,0,81,53,22864,18541,12079,8687,1737,5811,1231,1466
2308,0,67,67,20516,16018,29697,9870,4807,7075,2997,744
2309,0,64,61,181238,73348,16026,6798,8069,11981,2073,2918
2310,0,66,70,6422,15794,40888,12981,4840,7240,3036,2500
2311,0,69,69,33423,11624,20684,3191,16384,7480,2201,2320
2312,0,70,64,4067,23445,20321,16593,4950,8997,2223,4570
2313,0,61,75,8415,65236,38701,13428,5238,5480,3550,916
2314,0,70,57,21614,10205,4716,1455,1723,4834,2061,1146
2315,0,61,61,6339,24539,17331,11422,2047,4563,2556,2078
2316,0,57,57,19435,30962,21838,10417,7165,6795,2472,1534
2317,0,63,74,9601,8397,15012,35427,4917,4209,1904,1590
2318,0,56,77,5741,18953,9177,5115,5853,5373,1295,2096
2319,0,63,74,8756,11697,9035,15178,15815,5920,1732,945
2320,0,64,69,4743,12988,10858,2292,6590,2865,3460,1328
2321,0,60,74,15489,14345,66672,35780,4884,5881,1811,2419
2322,0,60,78,4174,16642,17923,9088,12543,6323,9801,2460
2323,0,56,88,20552,7908,12840,11261,3014,4040,1151,2588
2324,0,51,69,61128,13741,1152,594,1099,1143,508,472
2325,0,64,53,4088,20795,20041,2848,1407,6928,1520,4786
2326,0,63,51,12510,9558,4893,8462,5588,3313,925,871
2327,0,74,44,7811,7686,13606,3197,8824,7563,1111,2320
2328,0,94,57,4856,6721,2761,3435,2921,6150,3200,826
2329,0,94,61,3044,9367,16387,4005,3009,5140,2423,965
2330,0,88,67,7452,11252,16581,15628,10787,2838,3477,1701
2331,0,84,74,5375,5469,15084,3762,4284,5669,1447,1975
2332,0,88,67,49111,7652,3865,2632,5408,12716,5064,1425
2333,0,81,63,8187,15940,6716,7391,1546,3645,2259,1221
2334,0,94,50,16812,6043,5108,1521,6569,3789,5935,5431
2335,0,83,43,11729,19286,8897,9193,5502,3699,3545,2159
2336,0,66,50,12630,14987,2099,7709,1568,3598,7204,4403
2337,0,61,48,45598,22267,14536,2293,8244,2928,3878,1813
2338,0,44,53,174409,54927,28141,12421,5533,4222,1797,2028
2339,0,41,44,107389,90631,20138,10893,12836,8351,3558,1786
2340,0,26,48,219991,44139,17659,15765,5613,2147,4265,3263
2341,0,27,53,38154,16014,20556,3306,7575,3388,1978,994
2342,0,27,61,10567,17456,33731,2749,7204,2725,4059,1178
2343,0,24,87,2140,10917,71832,5648,9003,4451,2382,1930
2344,0,34,91,226596,57898,71719,14819,12037,10159,4619,1133
2345,0,35,93,10704,24920,31018,5714,1965,6905,3350,1085
2346,0,38,84,359509,42023,22982,4068,5757,5401,1476,1714
2347,0,41,70,252821,43907,42111,11695,8507,6989,1642,2227
2348,0,40,77,6071,16657,31273,19760,8893,3784,3587,1855
2349,0,47,75,7046,6936,12812,4467,6677,5553,3047,940
2350,0,50,66,4180,21792,2172,4639,5825,2569,3227,834
2351,0,56,63,5987,13330,10242,8415,6672,5627,3224,1307
2352,0,64,50,18074,9497,4226,3648,7964,2239,2622,1038
2353,0,67,48,18614,1795,5354,1947,3530,2931,2777,3605
2354,0,74,57,2790,12369,9715,4808,11289,4460,1056,1456
2355,0,78,34,17752,16307,948,761,2914,4765,2666,1221
2356,0,90,14,8363,5809,500,630,7485,3029,2780,948
